Timestamp,+10V,+12V,+5V,ACTUATOR_INJ,ACTUATOR_VENT,ARMING,CHARGING,GPS,GSPD +12V,GSPD +24V Current,GSPD +5V Current,GSPD Temperature,GSPD Total Current,Honeywell S-type - Ox Tank,LOGGER,PT-1 Ox Supply,PT-2 Ox Fill IFM,PT-2 Ox Tank,PT-3 Injector Fuel,PT-4 Injector Oxidizer,PT-6 Pneumatics,Power in,SENSOR_INJ,SENSOR_VENT,TELEMETRY,Thermocouple 1,Thermocouple 2,Thermocouple 3,Thermocouple 4,Thermocouple 5,Thermocouple 6,ij,ij hall,ox tank,pneumatics for real,vent temp for real,vv
2250.7808105945587,19.466724,12.089555,4.968563,0.000000,0.000000,0.000000,0.000000,0.000000,11.561630,0.067322,-0.050800,2.329426,1.291671,23.294543,0.000000,727.270883,794.816969,800.847130,-6.235694,-5.071890,-18.004958,23.945560,0.000000,0.000000,0.000000,529.589015,513.126251,534.846776,489.249074,-53.963856,-54.756683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2250.790913105011,19.455035,12.086497,4.967083,0.000000,0.000000,0.000000,0.000000,0.000000,11.573507,0.073035,-0.049945,2.337663,1.259921,23.194061,0.000000,729.349566,803.877881,813.019902,-7.714039,0.810041,-18.097926,23.945116,0.000000,0.000000,0.000000,529.581118,513.124277,534.911919,489.174061,-57.991784,-58.492997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2250.810898542404,19.466477,12.092316,4.977145,0.000000,0.000000,0.000000,0.000000,0.000000,11.547253,0.069517,-0.052691,2.337466,1.257249,23.834634,0.000000,731.752447,790.773005,795.437009,2.697291,-3.027368,-17.923908,23.949062,0.000000,0.000000,0.000000,529.600859,513.120329,534.896127,489.288555,-59.316201,-55.467494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2250.830913066864,19.465688,12.076780,4.968218,0.000000,0.000000,0.000000,0.000000,0.000000,11.557254,0.077346,-0.048236,2.345932,1.238138,23.540166,0.000000,728.253013,796.291647,812.736815,8.736492,-7.934219,-18.208177,23.960554,0.000000,0.000000,0.000000,529.626521,513.082822,534.900075,489.199723,-58.845365,-58.380604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2250.850914001465,19.463469,12.079394,4.955937,0.000000,0.000000,0.000000,0.000000,0.000000,11.567256,0.079529,-0.048910,2.337696,1.234233,23.378278,0.000000,732.763183,806.158312,812.422273,-1.328843,-7.462406,-17.781476,23.957398,0.000000,0.000000,0.000000,529.549534,513.094666,534.905997,489.284607,-54.431654,-54.951093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2250.870897769928,19.451138,12.082255,4.968316,0.000000,0.000000,0.000000,0.000000,0.000000,11.563505,0.074268,-0.048482,2.337910,1.275231,23.297334,0.000000,730.436584,800.472438,802.231114,-10.104557,-11.394177,-18.193279,23.958483,0.000000,0.000000,0.000000,529.549534,513.074926,534.878360,489.223412,-57.296162,-56.160079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2250.890902042389,19.462581,12.086497,4.959291,0.000000,0.000000,0.000000,0.000000,0.000000,11.561630,0.076516,-0.046345,2.337170,1.278827,23.552726,0.000000,731.790588,789.845630,811.164105,12.982805,-1.328843,-18.120573,23.951578,0.000000,0.000000,0.000000,529.579144,513.029523,534.973114,489.254996,-60.394568,-56.615727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2250.9109120368958,19.468302,12.079740,4.963088,0.000000,0.000000,0.000000,0.000000,0.000000,11.569131,0.074420,-0.040772,2.332303,1.275539,23.301521,0.000000,732.009899,801.962320,788.737267,-15.105769,-1.863564,-17.940595,23.954438,0.000000,0.000000,0.000000,529.545586,513.100588,534.961270,489.203671,-53.942592,-49.771893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2250.930893421173,19.470472,12.074808,4.956085,0.000000,0.000000,0.000000,0.000000,0.000000,11.574757,0.066607,-0.045671,2.337910,1.266086,23.665768,0.000000,731.189868,793.190262,817.517851,11.347188,-4.191172,-17.947151,23.959469,0.000000,0.000000,0.000000,529.589015,513.126251,534.868490,489.245126,-54.185604,-53.234819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2250.9516763687134,19.457254,12.092563,4.970486,0.000000,0.000000,0.000000,0.000000,0.000000,11.566006,0.073581,-0.049830,2.338337,1.271532,23.376882,0.000000,729.530736,800.457235,821.543988,-21.931325,-7.588223,-18.062765,23.951627,0.000000,0.000000,0.000000,529.519923,513.086770,534.880334,489.205645,-58.028236,-56.576238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
