Timestamp,Omega S-Type - Ox Tank Mass,PT-2 Ox Tank,PT-3 CC,Thrust,dP
8.913869,33.489924,619.95193,269.838057,731.888408,350.113873
8.929412,33.263025,610.661038,260.90875,672.195357,349.752288
8.945236,34.053189,618.945809,244.606476,686.438429,374.339333
8.960643,33.149576,620.392105,253.472901,680.467295,366.919204
8.992666,33.487933,613.20778,257.764628,701.594506,355.443152
9.008694,33.758619,629.211375,249.935763,670.990178,379.275612
9.02406,33.613325,607.076736,264.037151,685.598454,343.039585
9.055277,32.592282,608.758844,250.800399,700.425855,357.958445
9.071265,33.638204,603.288066,255.485139,655.213244,347.802927
9.086437,33.053045,626.365943,239.261469,704.790071,387.104474
9.102009,32.737577,610.755364,248.788159,708.332574,361.967205
9.132815,33.429219,623.096053,231.118193,687.917517,391.97786
9.148077,33.217248,613.852326,244.543595,691.551319,369.308731
9.163219,33.548639,610.723922,239.057101,707.967367,371.666821
9.194204,32.81918,614.386826,241.195105,685.141935,373.191721
9.209708,33.189383,606.668001,258.990834,708.149973,347.677167
9.225705,33.397373,607.89421,251.837958,693.304318,356.056252
9.241049,32.597258,605.347469,261.867707,597.98535,343.479762
9.272815,32.615171,598.60332,238.648365,696.335524,359.954955
9.288159,32.812214,598.257467,234.498124,685.087159,363.759343
9.30397,32.875905,611.761483,233.979344,674.660504,377.782139
9.335117,32.229046,597.880173,245.895567,681.617696,351.984606
9.350783,32.455944,607.469752,257.32445,706.470015,350.145302
9.366207,32.308659,615.267182,237.107747,683.516768,378.159435
9.381579,32.797287,593.729929,257.135804,574.484297,336.594125
9.411562,32.822166,611.337027,235.205553,733.330955,376.131474
9.426734,32.4032,598.776248,252.938401,742.059398,345.837847
9.442324,32.251934,602.140462,282.147295,682.494202,319.993167
9.473946,33.092852,603.366671,251.303456,627.475813,352.063215
9.488937,32.348466,620.517872,225.458774,510.262704,395.059098
9.503814,32.331548,591.324673,205.446439,463.662334,385.878234
9.535105,32.148437,604.687202,180.623597,438.517857,424.063605
9.550319,32.792311,613.758004,193.278687,632.387811,420.479317
9.565513,32.207152,609.419111,228.775823,745.309743,380.643288
9.581046,32.007123,610.613879,235.362759,712.313335,375.25112
9.612814,32.99433,612.830485,245.879846,656.454957,366.950639
9.62807,32.286765,599.750928,246.382906,663.284309,353.368022
9.643808,31.775249,600.804208,263.832784,731.431894,336.971424
9.675246,32.993335,599.84525,264.398725,667.904172,335.446525
9.691435,32.436041,596.402433,249.432706,656.85669,346.969727
9.707075,32.089722,589.75261,240.754929,569.736611,348.997681
9.722724,32.097683,610.126539,226.873629,520.360662,383.25291
9.753796,32.349461,586.073985,244.873728,627.804471,341.200257
9.769543,31.922534,600.159663,216.608071,513.586084,383.551592
9.785284,31.710563,582.66261,224.091081,505.935007,358.571529
9.800681,32.473857,609.041815,198.435047,509.568813,410.606768
9.832813,32.143461,589.359594,217.095409,495.855299,372.264185
9.848153,31.988215,585.476602,204.361715,492.075412,381.114887
9.863629,31.485655,576.610169,215.476187,637.1355,361.133982
9.893774,31.656824,587.771812,249.684234,693.541693,338.087578
9.909659,32.234021,599.452236,214.815921,543.861716,384.636315
9.92525,31.698621,607.296825,194.206203,421.681831,413.090622
9.940747,31.762312,588.840814,205.540762,519.118962,383.300052
9.971562,31.542379,590.019861,227.329525,723.269507,362.690336
9.986852,32.045935,597.691526,251.287736,730.829294,346.40379
10.002816,32.083751,596.79545,241.242267,658.573153,355.553183
10.034146,31.318467,601.637401,223.383654,525.857027,378.253747
10.04967,31.409027,587.363075,230.442207,634.012991,356.920868
10.065175,32.289751,582.489683,235.315595,549.558937,347.174088
10.081043,31.430921,605.693322,242.012576,605.855546,363.680746
10.111707,31.389123,608.460153,228.241321,666.425086,380.218832
10.126645,31.581191,595.616402,219.343456,529.490832,376.272946
10.142818,31.516505,591.088862,210.587077,479.110571,380.501785
10.173745,31.199046,596.591081,215.979247,646.503051,380.611834
10.188967,30.805955,575.226754,259.965513,724.018198,315.261241
10.204283,31.477693,584.486202,220.789753,519.812857,363.696449
10.235127,31.698621,596.999817,206.829852,448.926245,390.169965
10.251128,31.642891,589.878374,186.565987,444.817672,403.312387
10.266458,31.158244,579.219793,168.864583,454.659993,410.35521
10.281822,31.542379,589.312433,177.212226,421.407928,412.100207
10.312811,31.503568,579.65997,191.439376,423.599168,388.220594
10.328312,31.022902,602.266226,171.364159,460.521558,430.902067
10.343684,31.117443,593.965739,161.837471,451.300091,432.128268
10.373693,31.358273,578.952542,198.922386,452.833958,380.030156
10.388901,30.940303,590.947377,174.272471,447.97671,416.674906
10.403755,30.761172,592.205027,185.088251,483.420015,407.116776
10.419808,30.801974,584.769172,169.461966,465.104903,415.307206
10.450752,31.512524,581.546444,192.099642,448.926248,389.446802
10.466643,30.714399,595.144784,199.755578,472.317734,395.389206
10.482821,30.692506,587.425958,183.673396,480.443582,403.752562
10.513852,30.724351,588.557843,175.5144,505.387199,413.043443
10.529829,30.814911,597.455715,177.180784,560.259505,420.274931
10.54523,30.308371,580.13159,181.079494,480.498361,399.052096
10.561359,30.66066,569.991787,184.176454,448.907987,385.815333
10.592817,30.549201,593.163984,167.559772,440.362153,425.604212
10.608059,31.034844,584.580525,180.482112,487.400767,404.098413
10.623522,30.438738,590.978817,172.983382,455.573006,417.995435
10.654102,30.757192,571.689614,196.045515,444.85419,375.644099
10.670219,30.591994,570.180434,181.252421,416.715021,388.928013
10.686411,30.169047,577.317597,192.854231,466.291819,384.463366
10.702321,30.436747,590.145625,174.46112,476.188919,415.684505
10.732816,30.867655,577.946424,184.56947,482.506993,393.376954
10.74859,30.209849,565.76294,187.383459,437.7144,378.379481
10.763857,29.923241,563.420567,183.421865,438.536115,379.998702
10.794233,30.486506,572.239835,189.694389,439.850858,382.545446
10.810005,30.088439,587.488842,159.542263,432.327602,427.946579
10.825366,30.165067,579.424161,170.688174,412.003855,408.735987
10.84068,30.383008,571.878263,173.030546,415.345495,398.847717
10.871866,30.492477,575.619769,176.567682,423.690466,399.052087
10.887701,30.076497,565.165557,185.151133,420.312305,380.014424
10.902724,29.455512,567.75946,175.844532,420.60447,391.914928
10.933686,30.197907,574.755137,175.199988,414.414218,399.555149
10.9494,29.895376,574.189193,157.530025,406.544016,416.659168
10.965374,30.163076,592.205028,160.422617,411.437784,431.782411
10.980977,30.167057,579.817177,180.089097,434.591884,399.72808
11.011566,29.512236,574.755136,166.207801,412.113417,408.547335
11.026681,30.39097,577.789216,164.824387,395.679119,412.964829
11.042364,29.677434,577.270434,165.201682,411.328223,412.068752
11.073883,29.901347,553.89387,164.085519,445.621123,389.808351
11.089091,29.676439,569.26864,194.740704,616.446543,374.527936
11.104113,30.09441,572.884384,189.317095,475.458508,383.567289
11.135121,29.681415,562.650257,191.187847,444.397685,371.46241
11.150621,29.146014,594.594562,166.019152,442.261223,428.57541
11.166687,30.088439,540.987241,186.959002,435.742286,354.028239
11.182812,29.136063,571.233715,202.176551,522.533642,369.057164
11.214174,29.334101,566.533251,188.766872,456.157338,377.766379
11.229007,29.616729,565.25988,192.964274,432.16326,372.295606
11.244876,29.465463,544.980278,180.073378,408.753516,364.9069
11.260548,29.53612,562.807463,174.602605,408.716995,388.204858
11.291734,29.794864,563.200479,154.040051,407.767458,409.160428
11.307331,29.083319,559.851986,171.018307,401.686767,388.833679
11.322889,29.29927,558.15416,170.609571,393.01311,387.544589
11.352695,30.104361,561.754181,166.066314,411.21866,395.687867
11.368511,28.97584,546.866753,174.429678,413.592503,372.437075
11.383881,29.515222,558.657218,172.464602,411.949073,386.192616
11.414712,28.79273,573.560368,149.166662,407.329209,424.393706
11.430482,29.891395,567.963827,158.724791,416.349813,409.239036
11.446036,29.201744,564.23804,162.089001,398.947718,402.149039
11.462245,28.749937,565.605735,159.023482,410.67085,406.582253
11.492812,29.666487,564.426688,172.527486,395.222611,391.899202
11.507609,28.179706,552.840589,168.408686,395.861723,384.431903
11.522569,30.324293,545.640544,179.334508,411.18214,366.306036
11.553645,28.918121,567.020592,163.708224,406.416194,403.312368
11.569187,28.705155,563.97079,171.442762,398.272087,392.528028
11.585137,29.20871,572.711457,163.063679,396.847781,409.647778
11.600695,28.452382,540.97152,177.856772,409.319586,363.114748
11.631293,29.572941,567.539371,155.156214,401.558945,412.383157
11.646738,28.762874,566.124515,151.650518,390.547966,414.473997
11.662812,28.749937,539.399458,169.477686,392.282698,369.921772
11.692821,29.025599,540.154047,162.309089,399.495528,377.844958
11.708164,28.70615,546.269369,152.436549,412.3508,393.83282
11.724164,28.647435,540.01256,175.718768,477.503663,364.293792
11.755116,28.712121,538.409059,182.620115,441.220384,355.788944
11.770986,28.757899,560.197841,172.951941,423.489603,387.2459
11.786621,28.91613,538.817794,172.370278,405.028408,366.447516
11.802168,28.395657,530.627351,172.794735,409.812616,357.832616
11.832818,28.715106,544.28857,173.97378,411.2004,370.31479
11.848629,28.362817,560.512252,166.17636,423.854809,394.335892
11.864557,28.308083,559.899148,149.654,424.165234,410.245148
11.88027,28.407599,559.804824,173.895178,454.166958,385.909646
11.910656,28.503136,549.712186,182.651557,405.576218,367.060629
11.92612,28.077204,538.063204,166.695139,377.893557,371.368065
11.942565,28.372769,540.295532,165.720462,384.777702,374.57507
11.972577,28.047349,548.407373,149.63828,372.707624,398.769093
11.987989,28.165774,522.829923,181.865525,374.953644,340.964398
12.003683,28.604643,537.670189,170.923982,392.173135,366.746207
12.033865,28.371773,558.21704,149.182383,401.047656,409.034657
12.049314,28.209561,531.617751,182.99741,428.438151,348.620341
12.064652,28.548913,549.177684,155.281978,394.875664,393.895706
12.080394,28.040382,551.834469,151.1789,382.349078,400.655569
12.111063,28.214537,540.154048,152.98677,373.711942,387.167278
12.126606,27.941861,536.176731,156.9012,424.895649,379.275531
12.142553,27.797561,550.718304,177.07074,466.218782,373.647564
12.173948,28.584739,532.37234,172.747573,435.943153,359.624767
12.189832,28.14388,535.029126,179.255906,459.608542,355.77322
12.204607,27.861252,520.157418,191.455096,522.42409,328.702322
12.220238,28.128952,542.543582,186.172973,474.399408,356.370609
12.251468,27.796566,543.518262,182.431467,428.365116,361.086795
12.266872,28.077204,576.924582,160.375455,465.689242,416.549127
12.2821,28.242402,560.842386,174.602605,481.575725,386.239781
12.312758,27.99958,548.485976,182.934527,451.245313,365.551449
12.328116,28.106063,558.201323,177.951095,442.535131,380.250228
12.343009,28.010527,520.849124,203.135508,595.228032,317.713616
12.374538,27.778653,555.041476,202.868258,672.889241,352.173218
12.388803,27.744817,536.255333,209.675283,481.301817,326.58005
12.403632,27.81846,532.13653,214.611554,411.711691,317.524976
12.434141,26.819311,556.409171,184.2865,397.286029,372.122671
12.449467,27.621417,544.03704,177.07074,407.037047,366.9663
12.46512,27.611465,534.023005,179.806126,387.735878,354.216879
12.480532,27.899068,525.738237,182.038452,378.678753,343.699785
12.511701,27.172596,561.895667,160.73703,406.124031,401.158637
12.527403,27.335803,540.405577,168.455847,423.964376,371.94973
12.543513,27.519909,525.785402,179.523155,480.69923,346.262247
12.575083,27.944846,554.208283,174.178148,445.310705,380.030135
12.590844,26.860113,548.753226,170.10651,454.623472,378.646716
12.606582,27.744817,543.581142,175.215708,435.249259,368.365434
12.622718,27.553745,527.829081,180.560716,437.87875,347.268365
12.653642,27.527871,552.793427,188.892637,435.084918,363.90079
12.669557,26.994461,544.79163,181.032334,459.18856,363.759296
12.684869,27.277088,537.575866,186.157252,426.50256,351.418614
12.699992,27.596537,542.354936,189.065565,425.516508,353.289371
12.731385,27.078055,548.438815,176.363313,429.351175,372.075502
12.746705,27.217378,538.833515,181.252422,421.152286,357.581093
12.761271,26.642171,528.992406,179.806126,442.754258,349.18628
12.79214,27.654257,540.059724,162.214766,443.283807,377.844958
12.80854,27.232306,533.488504,166.695139,522.935381,366.793365
12.823185,26.57848,509.027218,182.855924,441.658636,326.171294
12.854653,27.620421,516.494512,168.675935,443.667274,347.818577
12.870736,26.218229,541.537463,181.331026,446.881095,360.206437
12.886549,27.374615,534.054446,169.540568,431.542411,364.513878
12.902065,26.646152,535.422141,168.377245,412.880355,367.044896
12.933338,26.819311,539.399458,169.30476,421.480977,370.094698
12.948596,26.647147,515.912852,157.750113,451.391396,358.162739
12.963541,26.623263,530.86316,165.217403,423.380048,365.645757
12.99389,26.994461,521.650877,189.395697,413.062961,332.25518
13.009125,26.853147,556.314846,173.848015,502.885535,382.466831
13.025108,26.843195,525.345222,187.902241,486.359932,337.442981
13.040653,26.546635,520.45611,196.422808,490.925012,324.033302
13.071823,26.807369,531.633471,182.52579,401.266784,349.107681
13.087014,26.056017,512.925933,184.317941,420.129706,328.607992
13.102583,26.60535,531.444823,183.26466,407.858765,348.180163
13.13326,26.610326,549.382052,167.072435,426.831251,382.309617
13.148623,26.666055,529.574071,176.316151,483.620883,353.25792
13.164252,26.22221,527.388903,183.924925,431.451113,343.463978
13.193981,26.235147,529.3697,169.60345,426.721688,359.76625
13.209803,26.598384,519.544314,175.608725,451.427914,343.935589
13.225394,25.612172,516.494513,173.109146,453.491334,343.385367
13.243076,26.284906,527.56183,170.247997,435.906634,357.313833
13.272834,25.980384,520.66048,160.894234,399.239887,359.766246
13.287601,26.153543,534.730434,165.594698,413.373387,369.135736
13.303292,26.640181,509.750367,184.600912,422.649634,325.149455
13.333997,25.74851,536.349656,169.902143,420.933162,366.447513
13.35012,26.170461,515.456953,185.041089,447.20978,330.415864
13.365911,25.937592,524.810722,177.227947,444.50725,347.582775
13.381384,26.392384,520.676199,186.267296,453.83828,334.408903
13.413311,25.353428,498.981743,185.827119,474.39941,313.154624
13.428164,26.041089,511.10234,194.850749,420.421871,316.251591
13.442806,25.881863,541.458859,147.971896,414.962035,393.486963
13.473962,25.881863,519.654359,168.29864,403.585844,351.355719
13.489387,26.209273,534.290256,153.269741,409.410893,381.020515
13.504985,25.682829,538.849236,172.826177,412.369066,366.023059
13.520828,26.076916,519.575755,170.861101,431.341551,348.714654
13.550757,25.843051,520.864845,173.109147,448.853209,347.755698
13.566882,25.612172,529.08673,158.881996,433.733652,370.204734
13.583034,25.986355,523.851763,174.964179,416.276777,348.887584
13.613698,25.752491,526.744358,168.487289,446.881094,358.257069
13.629673,25.426076,525.549593,167.591215,456.906018,357.958378
13.64499,26.053031,541.4903,166.868066,433.00324,374.622234
13.660303,25.234008,511.338151,160.941397,402.800654,350.396754
13.691674,25.506684,507.738129,193.341571,415.455062,314.396558
13.707018,25.370346,503.289193,164.730064,403.001516,338.559129
13.72241,25.383283,502.534604,182.164217,417.901948,320.370387
13.75359,25.579331,516.242984,181.912687,490.340683,334.330297
13.76925,25.09966,509.656043,158.567584,424.110461,351.088459
13.785197,25.319593,492.897864,175.828812,446.789791,317.069052
13.800418,25.290733,515.252584,173.392117,458.732051,341.860467
13.831437,25.391245,516.368749,170.892542,414.815947,345.476207
13.846887,25.228037,515.252586,173.43928,394.820891,341.813306
13.862633,24.769265,515.849969,177.778168,422.594853,338.071801
13.893458,25.275805,513.428992,177.966815,413.848153,335.462177
13.909633,24.871767,526.948727,176.347592,428.839887,350.601135
13.925049,25.153399,511.699724,162.529178,416.368079,349.170546
13.940936,24.989197,501.874336,169.949305,444.616809,331.925031
13.970915,24.969293,494.721455,177.58952,433.605834,317.131935
13.985651,25.335515,495.947663,189.20705,422.7592,306.740613
14.00093,25.061844,512.422873,172.668969,409.118727,339.753904
14.031384,24.810066,514.780966,174.917017,445.237663,339.863949
14.046677,24.86281,510.080501,169.383363,393.433103,340.697138
14.062142,24.92053,500.317995,160.894235,368.252107,339.42376
14.092836,25.278791,493.731057,163.315208,386.311573,330.415849
14.108471,24.992182,509.970456,154.511668,407.055309,355.458788
14.124316,24.647854,495.86906,166.773742,443.539456,329.095318
14.155177,25.210124,514.215024,161.853192,434.244949,352.361832
14.171432,24.657806,517.249103,158.111687,419.381039,359.137416
14.186685,24.761303,499.972143,169.870701,398.564257,330.101442
14.202643,24.79912,499.610568,171.159791,390.091463,328.450777
14.232621,25.043931,485.697819,188.468181,493.116256,297.229638
14.247934,24.747371,494.359881,185.905723,455.226066,308.454158
14.263722,24.384135,499.830656,167.496891,416.495903,332.333765
14.294993,24.876743,495.806178,179.177301,409.575239,316.628877
14.310132,24.416975,486.232321,172.275955,390.913179,313.956366
14.325903,24.881719,506.826332,167.575493,395.514783,339.250839
14.341751,24.299545,520.817683,173.785133,415.436805,347.03255
14.373602,24.370202,512.249945,172.213072,416.788067,340.036873
14.387973,24.515497,484.345846,154.527388,413.391645,329.818458
14.403506,24.215951,474.897755,153.222578,455.40867,321.675177
14.434996,24.695622,500.506643,166.71086,422.120084,333.795783
14.449888,24.292579,497.928461,183.531911,386.603739,314.39655
14.465702,24.020898,484.361567,164.588578,400.499857,319.772989
14.481756,24.598096,528.756597,142.422521,429.07727,386.334076
14.512208,23.860676,492.017508,172.590367,458.67727,319.427141
14.528169,24.642878,497.488283,164.289886,461.160676,333.198397
14.543718,23.739266,498.997464,182.824482,406.251857,316.172982
14.575355,24.439864,511.212384,148.899411,440.964748,362.312973
14.590162,24.380154,483.025315,171.128351,383.061236,311.896964
14.605707,24.225903,480.557177,190.401815,380.157845,290.155362
14.620891,24.20799,498.918861,179.554596,396.172156,319.364265
14.651276,23.652686,494.768617,172.747573,422.576595,322.021044
14.667046,24.30054,488.527533,186.11009,481.520944,302.417443
14.68257,23.601932,481.861988,182.069894,408.86308,299.792094
14.714572,24.101507,492.945025,152.530872,371.246801,340.414153
14.728775,23.745237,513.617641,146.635644,359.030643,366.981997
14.7442,24.072647,487.22272,154.999007,399.258147,332.223713
14.759901,24.03483,514.073538,159.872395,406.416197,354.201143
14.791836,23.597952,495.193074,162.985077,364.873945,332.207997
14.806731,23.870628,507.470878,152.782402,363.650504,354.688476
14.821938,23.820869,483.198241,163.34665,422.722675,319.851591
14.852607,23.648705,501.70141,153.662756,432.437172,348.038654
14.868148,23.928348,480.541458,161.428735,382.367343,319.112723
14.883268,23.038667,481.767666,157.435702,391.49751,324.331964
14.915508,23.578048,491.938905,170.468085,422.010522,321.47082
14.929931,23.982087,513.947774,148.003338,406.617064,365.944436
14.945618,23.208841,490.131034,153.536991,411.839523,336.594043
14.960883,23.830821,489.549372,152.483711,438.152655,337.065661
14.991924,22.919247,488.354604,170.56241,429.825947,317.792194
15.008202,24.133352,479.362411,165.39033,365.805223,313.972081
15.023363,23.222773,482.695182,166.427888,369.530331,316.267294
15.053738,22.930194,489.580812,172.307397,420.951425,317.273415
15.06964,23.867642,503.792252,158.70907,424.676534,345.083182
15.085603,23.180976,490.759859,155.800759,414.578571,334.9591
15.100657,23.758174,489.643695,155.31342,426.119096,334.330275
15.131309,22.962039,466.833079,184.55375,373.912811,282.279329
15.146622,23.490474,478.450614,168.235758,361.879256,310.214856
15.16225,23.452657,488.794783,166.286403,409.10047,322.50838
15.193419,23.171025,483.512654,174.162427,412.369069,309.350227
15.208588,23.569092,490.225359,162.026119,433.879741,328.19924
15.223744,22.759025,502.110146,170.515248,479.165363,331.594898
15.253704,23.304377,498.148551,167.339684,473.522919,330.808867
15.270653,22.878445,489.187797,166.113477,428.529463,323.07432
15.284934,22.807788,486.436688,183.311822,443.009905,303.124866
15.29991,22.970996,499.154669,190.040242,517.493805,309.114427
15.330549,22.710262,478.576379,171.348438,476.335012,307.227941
15.345281,23.208841,482.679461,191.439377,466.89442,291.240084
15.361286,22.816745,470.527424,180.183421,445.146358,290.344003
15.392724,22.900339,469.37982,169.619172,409.136988,299.760648
15.409006,22.734146,463.814718,169.430524,381.399544,294.384194
15.425501,22.804803,470.95188,159.149247,387.407191,311.802633
15.439934,22.830677,474.614785,156.88548,366.060864,317.729305
15.471599,22.375885,468.232213,136.841706,307.627811,331.390507
15.487099,23.095392,471.517822,131.748229,272.805364,339.769593
15.503397,23.191923,485.540614,127.016328,260.242259,358.524286
15.533249,22.716233,456.017292,125.915884,237.745535,330.101408
15.54884,23.178986,459.695918,111.02847,229.784032,348.667448
15.563583,22.954078,472.335293,103.938477,229.217962,368.396816
15.594863,22.979952,463.861881,101.360298,229.327524,362.501583
15.610077,23.061556,469.631347,109.173439,221.000815,360.457908
15.626165,22.60975,455.592836,102.413579,225.492856,353.179257
15.642032,23.047624,446.930776,111.405764,227.811917,335.525012
15.676144,22.547054,460.623435,102.146328,221.183418,358.477107
15.689713,22.878445,455.45135,92.729685,225.218951,362.721665
15.704124,22.673441,457.039133,96.958528,227.903219,360.080605
15.736291,22.922233,432.672175,115.288754,221.29298,317.383421
15.750546,22.840629,432.49925,106.595261,220.946034,325.903989
15.765809,23.157092,425.739386,106.642422,223.155534,319.096964
15.781721,23.021749,449.147382,98.310501,221.804269,350.836881
15.812608,23.062551,445.893214,107.11404,220.927774,338.779174
15.82761,22.724194,420.803109,97.414426,211.103718,323.388683
15.842808,22.593827,430.549893,98.011808,206.264731,332.538085
15.874208,23.039662,422.516658,106.34373,215.68706,316.172928
15.889909,22.849585,420.174286,109.440689,211.195019,310.733597
15.906559,22.468436,424.717545,107.397011,201.75443,317.320534
15.920907,22.847595,426.462533,116.090505,202.137897,310.372028
15.95252,22.749073,389.220393,124.296663,214.262754,264.92373
15.968609,22.610745,425.597898,102.995241,199.216245,322.602657
15.984636,23.024735,435.423283,96.125336,193.135556,339.297947
15.99988,22.583875,428.097477,100.307019,206.356033,327.790458
16.030903,22.514214,415.379498,113.8739,211.140238,301.505598
16.046426,22.635624,424.906191,108.434571,201.553567,316.47162
16.061974,22.630648,429.873907,86.89734,195.253754,342.976567
16.092689,22.546059,432.970868,73.912121,192.971213,359.058747
16.109416,22.529141,417.124489,95.543674,193.665106,321.580815
16.125193,22.707276,400.90081,94.710482,192.642527,306.190328
16.155087,22.573924,400.853649,98.782118,193.610325,302.071531
16.171086,22.770967,403.368946,97.854602,198.814518,305.514344
16.18633,22.78689,402.991651,83.265881,189.209586,319.72577
16.201358,22.509238,388.229993,99.36378,187.036607,288.866213
16.234888,22.411711,414.562027,94.66332,194.505081,319.898707
16.248558,22.635624,411.08777,81.803864,186.379235,329.283906
16.264804,22.218649,377.414211,102.932359,181.722852,274.481852
16.293619,22.311199,397.363672,108.890468,181.175042,288.473204
16.308998,22.55004,386.956624,104.158565,176.938647,282.798059
16.323577,22.009663,398.967174,93.735805,187.657458,305.231369
16.354351,22.682397,383.325163,103.435419,184.754066,279.889744
16.369595,22.28831,381.784542,96.266822,175.185655,285.51772
16.385614,22.273383,398.448394,73.471944,177.906444,324.97645
16.400781,22.515209,386.264917,96.251101,176.518659,290.013816
16.431751,21.99175,397.363672,80.719143,175.952589,316.644529
16.447805,22.564967,383.466648,100.448503,175.642163,283.018145
16.463662,22.252484,397.55232,81.866748,166.201575,315.685572
16.493809,22.515209,378.451772,90.733169,172.026619,287.718603
16.509981,21.803664,392.065825,91.393435,172.775292,300.67239
16.526133,22.377876,373.609823,93.672922,168.484115,279.936901
16.54117,22.097238,376.722504,80.766305,169.415392,295.956199
16.571369,22.229596,366.221133,69.47891,176.208233,296.742223
16.58703,22.365934,373.971396,72.05709,163.553827,301.914306
16.602622,22.347025,403.7148,58.034311,170.638834,345.680489
16.633821,22.507247,397.033539,70.029132,161.654753,327.004407
16.649212,22.387827,383.183676,81.112157,164.26598,302.071519
16.664838,22.299257,375.889311,87.997783,160.960861,287.891528
16.680949,21.93005,361.882243,76.804712,166.512,285.077531
16.712612,22.349016,373.735588,100.291296,160.175667,273.444292
16.728403,22.230591,373.531219,96.974249,158.6418,276.55697
16.743062,22.267412,380.526894,80.923512,165.288558,299.603382
16.77548,22.280349,364.33466,95.748042,156.834027,268.586618
16.790602,22.207702,366.551265,72.088531,156.724465,294.462734
16.806089,22.171876,381.988909,71.459707,160.960861,310.529202
16.822814,22.259451,370.277052,77.795111,158.806142,292.481941
16.853573,22.178842,365.215013,63.913817,152.926317,301.301196
16.869522,21.742958,362.259539,88.107827,159.77394,274.151712
16.885073,22.062407,379.284965,67.623879,154.16802,311.661086
16.90068,22.763006,359.508432,79.209965,157.454878,280.298467
16.931593,22.22462,374.411574,73.204694,155.957532,301.20688
16.946909,22.455499,351.396594,92.776848,153.382826,258.619746
16.961563,22.043499,348.378237,80.011716,155.902751,268.366521
16.992398,22.276368,358.895327,72.57587,154.624528,286.319457
17.008431,22.087287,347.592205,90.010021,147.831686,257.582184
17.023612,22.032552,342.278639,81.740983,149.749021,260.537656
17.053797,22.428629,355.766925,67.985453,149.292513,287.781472
17.06987,21.946968,350.044622,80.782026,143.55877,269.262596
17.085358,21.950948,334.622699,86.36284,148.653401,248.259859
17.101089,21.99175,338.568573,82.133998,149.767281,256.434575
17.131575,22.192774,359.131137,69.274544,146.297819,289.856593
17.147421,22.143016,349.368636,74.635269,148.434277,274.733367
17.163728,21.792717,334.449773,67.513834,143.047481,266.935939
17.181484,21.98777,376.911152,58.364443,138.865866,318.546709
17.208695,21.997721,330.048001,66.664923,147.667344,263.383078
17.22422,21.966871,344.227995,86.598652,143.503989,257.629343
17.241731,22.127093,332.170285,63.788053,140.819721,268.382232
17.269792,21.793712,346.523204,66.381952,146.699546,280.141252
17.285653,22.14003,347.435,66.319069,136.455503,281.115931
17.301865,22.090272,331.022679,82.354086,143.357907,248.668593
17.332844,21.836504,339.44893,68.661439,135.70683,270.787491
17.347841,21.976823,318.839204,71.25534,138.281536,247.583864
17.363515,21.828543,319.23222,97.980368,133.880797,221.251852
17.395088,21.965876,322.973725,69.856206,136.2729,253.117519
17.410984,21.910147,323.052328,61.477123,138.610222,261.575205
17.426239,22.126098,326.778114,54.38713,135.761611,272.390984
17.441607,21.770823,311.434795,66.712085,136.510284,244.72271
17.473621,21.849441,304.470564,80.561938,134.775553,223.908626
17.48966,21.982794,316.072376,75.421299,132.383451,240.651077
17.503626,21.837499,334.6227,75.987241,136.638107,258.635459
17.535081,21.984784,326.589465,77.464978,132.712137,249.124487
17.550298,21.624533,328.397337,71.239618,126.540146,257.157719
17.566079,21.526012,324.404301,85.718296,134.373826,238.686005
17.581546,21.703152,315.679361,63.882376,129.133113,251.796985
17.612721,21.372756,330.252369,59.779298,124.440209,270.473071
17.627612,21.632495,299.094114,76.223051,131.999984,222.871063
17.642915,21.419529,305.398081,73.126091,125.937556,232.27199
17.675451,22.192774,318.776322,64.432596,133.223426,254.343726
17.691605,21.434456,302.128194,71.915605,129.224414,230.212589
17.706102,22.010659,322.282018,63.992419,127.361861,258.289599
17.721336,21.875316,313.289828,75.248373,129.626142,238.041455
17.7516,22.048475,291.045162,71.098134,121.281173,219.947028
17.767087,21.793712,314.89333,64.605524,127.361861,250.287806
17.782649,21.501133,298.811145,84.271999,122.979383,214.539146
17.813538,21.946968,306.640009,55.597616,124.294126,251.042393
17.829021,21.540939,288.15257,69.054454,120.715103,219.098116
17.843986,21.799683,302.521209,49.702391,127.800109,252.818818
17.873302,21.431471,294.063518,56.650898,121.226392,237.41262
17.889735,21.72604,291.280972,70.296382,120.58728,220.98459
17.904286,22.031557,304.344799,71.585472,122.121148,232.759327
17.935105,21.435451,310.853133,52.500657,115.656992,258.352476
17.950466,21.755896,301.7509,71.365385,121.902024,230.385515
17.969422,21.923084,293.639063,74.289415,114.543112,219.349648
17.981565,22.145006,275.670403,58.615973,118.487343,217.05443
18.012586,21.179693,288.639908,50.158287,115.748294,238.481621
18.027528,21.678272,295.242564,62.341756,117.428244,232.900808
18.04256,21.355838,285.637271,61.618609,112.826642,224.018662
18.074755,21.802668,297.239083,59.700694,115.090922,237.538389
18.089862,21.568804,289.4731,67.340908,115.602211,222.132192
18.10588,21.628514,282.25734,72.05709,115.036141,210.20025
18.121701,21.424505,288.246893,60.596769,112.351873,227.650124
18.15352,21.704147,278.688761,86.111311,116.369145,192.57745
18.168936,21.462321,285.244256,65.627362,104.956442,219.616894
18.183867,21.696185,281.612794,63.788051,111.968407,217.824743
